1.0060544,-1.7425373,-13.0130093,0
1.0060544,1.7425373,-13.0130093,0
1.0060544,-5.2276121,-13.0130093,0
1.0060544,5.2276121,-13.0130093,0
2.0121088,0.0000000,-13.0130093,0
2.0121088,-3.4850748,-13.0130093,0
2.0121088,3.4850748,-13.0130093,0
4.0242176,0.0000000,-13.0130093,0
4.0242176,-3.4850748,-13.0130093,0
4.0242176,3.4850748,-13.0130093,0
5.0302722,-1.7425373,-13.0130093,0
5.0302722,1.7425373,-13.0130093,0
0.0000000,0.0000000,-10.1674577,0
0.0000000,-3.4850758,-10.1674577,0
0.0000000,3.4850758,-10.1674577,0
3.0181641,-1.7425378,-10.1674577,0
3.0181641,1.7425378,-10.1674577,0
3.0181641,-1.7425378,-10.1674577,0
3.0181641,1.7425378,-10.1674577,0
3.0181641,-5.2276136,-10.1674577,0
3.0181641,5.2276136,-10.1674577,0
6.0363283,0.0000000,-10.1674577,0
1.0361884,-1.7585705,-7.0669641,0
1.0560666,1.9227994,-7.1294187,0
2.1394277,0.0199698,-7.1437464,0
1.9553515,-3.3790003,-7.5058783,0
1.9833139,3.4146324,-7.4634221,0
3.8956539,0.0358297,-7.4662687,0
0.9647249,-1.5579014,-4.3836917,0
1.0387847,1.8124048,-4.4388975,0
1.9000635,0.2041244,-4.3925581,0
0.0078157,-0.0916292,-1.5955375,0
0.5370707,3.2165645,-1.4536009,0
0.8256290,-2.6696119,0.1469832,0
2.2225414,2.0672644,-0.3989845,0
2.6433302,1.1689902,-0.1745217,0
1.0795227,-1.1874588,2.1745926,0
0.5348834,2.1743026,2.0191203,0
2.1253158,-0.0552244,2.2545162,0
2.1275005,-3.6351841,2.8027472,0
2.3479768,3.4530828,2.6403176,0
4.0026512,0.1309960,2.7417677,0
0.0000000,0.0000000,5.3731121,0
0.0000000,-3.4850758,5.3731121,0
0.0000000,3.4850758,5.3731121,0
3.0181641,-1.7425378,5.3731121,0
3.0181641,1.7425378,5.3731121,0
3.0181641,-1.7425378,5.3731121,0
3.0181641,1.7425378,5.3731121,0
3.0181641,-5.2276136,5.3731121,0
3.0181641,5.2276136,5.3731121,0
6.0363283,0.0000000,5.3731121,0
1.0060544,-1.7425373,8.2186638,0
1.0060544,1.7425373,8.2186638,0
1.0060544,-5.2276121,8.2186638,0
1.0060544,5.2276121,8.2186638,0
2.0121088,0.0000000,8.2186638,0
2.0121088,-3.4850748,8.2186638,0
2.0121088,3.4850748,8.2186638,0
4.0242176,0.0000000,8.2186638,0
4.0242176,-3.4850748,8.2186638,0
4.0242176,3.4850748,8.2186638,0
5.0302722,-1.7425373,8.2186638,0
5.0302722,1.7425373,8.2186638,0
